id,poi_text,input,location,chars
566,Habib ashoknagar ta,Habib ashoknagar ta,/api/v1/places/search/autocomplete?no_google_result=5&ll=13.0434065%2C80.2778258&compatible_version=true&metadata=drop&user_id=34796710&origin=13.0434065%2C80.2778258&query=royap&type=POPULAR%2C5%7CPLACE%2C5&radius=6000&category=daily&request_id=20220930152848_ANDROID_56219&key=test,19
567,Hadpasar,Hadpasar,/api/v1/places/search/autocomplete?no_google_result=5&ll=13.0434065%2C80.2778258&compatible_version=true&metadata=drop&user_id=34796710&origin=13.0434065%2C80.2778258&query=royap&type=POPULAR%2C5%7CPLACE%2C5&radius=6000&category=daily&request_id=20220930152848_ANDROID_56219&key=test,8
568,Hairmaster,Hairmaster,/api/v1/places/search/autocomplete?no_google_result=5&ll=13.0434065%2C80.2778258&compatible_version=true&metadata=drop&user_id=34796710&origin=13.0434065%2C80.2778258&query=royap&type=POPULAR%2C5%7CPLACE%2C5&radius=6000&category=daily&request_id=20220930152848_ANDROID_56219&key=test,10
569,Hajia,Hajia,/api/v1/places/search/autocomplete?no_google_result=5&ll=13.0434065%2C80.2778258&compatible_version=true&metadata=drop&user_id=34796710&origin=13.0434065%2C80.2778258&query=royap&type=POPULAR%2C5%7CPLACE%2C5&radius=6000&category=daily&request_id=20220930152848_ANDROID_56219&key=test,5
570,Hanum,Hanum,/api/v1/places/search/autocomplete?no_google_result=5&ll=13.0434065%2C80.2778258&compatible_version=true&metadata=drop&user_id=34796710&origin=13.0434065%2C80.2778258&query=royap&type=POPULAR%2C5%7CPLACE%2C5&radius=6000&category=daily&request_id=20220930152848_ANDROID_56219&key=test,5
571,"Hanuman nagar,patna20","Hanuman nagar,patna20",/api/v1/places/search/autocomplete?no_google_result=5&ll=13.0434065%2C80.2778258&compatible_version=true&metadata=drop&user_id=34796710&origin=13.0434065%2C80.2778258&query=royap&type=POPULAR%2C5%7CPLACE%2C5&radius=6000&category=daily&request_id=20220930152848_ANDROID_56219&key=test,21
572,Hauz Khas,Hauz Khas,/api/v1/places/search/autocomplete?no_google_result=5&ll=13.0434065%2C80.2778258&compatible_version=true&metadata=drop&user_id=34796710&origin=13.0434065%2C80.2778258&query=royap&type=POPULAR%2C5%7CPLACE%2C5&radius=6000&category=daily&request_id=20220930152848_ANDROID_56219&key=test,9
573,Health Centre  Sector 22 Chandigarh,Health Centre  Sector 22 Chandigarh,/api/v1/places/search/autocomplete?no_google_result=5&ll=13.0434065%2C80.2778258&compatible_version=true&metadata=drop&user_id=34796710&origin=13.0434065%2C80.2778258&query=royap&type=POPULAR%2C5%7CPLACE%2C5&radius=6000&category=daily&request_id=20220930152848_ANDROID_56219&key=test,35
574,Hem,Hem,/api/v1/places/search/autocomplete?no_google_result=5&ll=13.0434065%2C80.2778258&compatible_version=true&metadata=drop&user_id=34796710&origin=13.0434065%2C80.2778258&query=royap&type=POPULAR%2C5%7CPLACE%2C5&radius=6000&category=daily&request_id=20220930152848_ANDROID_56219&key=test,3
575,Holi,Holi,/api/v1/places/search/autocomplete?no_google_result=5&ll=13.0434065%2C80.2778258&compatible_version=true&metadata=drop&user_id=34796710&origin=13.0434065%2C80.2778258&query=royap&type=POPULAR%2C5%7CPLACE%2C5&radius=6000&category=daily&request_id=20220930152848_ANDROID_56219&key=test,4
576,"Home, HOUSE NO. 17 PINK CITY COLONY, near Dr. Abdul Kalam Technical University, om Naya Khera, Jankipuram Extension, Lucknow, Uttar Pradesh 226021, India","Home, HOUSE NO. 17 PINK CITY COLONY, near Dr. Abdul Kalam Technical University, om Naya Khera, Jankipuram Extension, Lucknow, Uttar Pradesh 226021, India",/api/v1/places/search/autocomplete?no_google_result=5&ll=13.0434065%2C80.2778258&compatible_version=true&metadata=drop&user_id=34796710&origin=13.0434065%2C80.2778258&query=royap&type=POPULAR%2C5%7CPLACE%2C5&radius=6000&category=daily&request_id=20220930152848_ANDROID_56219&key=test,153
577,Hos,Hos,/api/v1/places/search/autocomplete?no_google_result=5&ll=13.0434065%2C80.2778258&compatible_version=true&metadata=drop&user_id=34796710&origin=13.0434065%2C80.2778258&query=royap&type=POPULAR%2C5%7CPLACE%2C5&radius=6000&category=daily&request_id=20220930152848_ANDROID_56219&key=test,3
578,Hot,Hot,/api/v1/places/search/autocomplete?no_google_result=5&ll=13.0434065%2C80.2778258&compatible_version=true&metadata=drop&user_id=34796710&origin=13.0434065%2C80.2778258&query=royap&type=POPULAR%2C5%7CPLACE%2C5&radius=6000&category=daily&request_id=20220930152848_ANDROID_56219&key=test,3
579,Hotel Madras G,Hotel Madras G,/api/v1/places/search/autocomplete?no_google_result=5&ll=13.0434065%2C80.2778258&compatible_version=true&metadata=drop&user_id=34796710&origin=13.0434065%2C80.2778258&query=royap&type=POPULAR%2C5%7CPLACE%2C5&radius=6000&category=daily&request_id=20220930152848_ANDROID_56219&key=test,14
580,Hotel Madras Grand,Hotel Madras Grand,/api/v1/places/search/autocomplete?no_google_result=5&ll=13.0434065%2C80.2778258&compatible_version=true&metadata=drop&user_id=34796710&origin=13.0434065%2C80.2778258&query=royap&type=POPULAR%2C5%7CPLACE%2C5&radius=6000&category=daily&request_id=20220930152848_ANDROID_56219&key=test,18
581,Hotel Naivedam A,Hotel Naivedam A,/api/v1/places/search/autocomplete?no_google_result=5&ll=13.0434065%2C80.2778258&compatible_version=true&metadata=drop&user_id=34796710&origin=13.0434065%2C80.2778258&query=royap&type=POPULAR%2C5%7CPLACE%2C5&radius=6000&category=daily&request_id=20220930152848_ANDROID_56219&key=test,16
582,Hotel Nk G,Hotel Nk G,/api/v1/places/search/autocomplete?no_google_result=5&ll=13.0434065%2C80.2778258&compatible_version=true&metadata=drop&user_id=34796710&origin=13.0434065%2C80.2778258&query=royap&type=POPULAR%2C5%7CPLACE%2C5&radius=6000&category=daily&request_id=20220930152848_ANDROID_56219&key=test,10
583,"House no 8, Kripa Sindhu path, RG Baruah Rd, near Usha Court, Bhaskar Nagar, Guwahati, Assam 781024, India","House no 8, Kripa Sindhu path, RG Baruah Rd, near Usha Court, Bhaskar Nagar, Guwahati, Assam 781024, India",/api/v1/places/search/autocomplete?no_google_result=5&ll=13.0434065%2C80.2778258&compatible_version=true&metadata=drop&user_id=34796710&origin=13.0434065%2C80.2778258&query=royap&type=POPULAR%2C5%7CPLACE%2C5&radius=6000&category=daily&request_id=20220930152848_ANDROID_56219&key=test,106
584,Hrs Bda,Hrs Bda,/api/v1/places/search/autocomplete?no_google_result=5&ll=13.0434065%2C80.2778258&compatible_version=true&metadata=drop&user_id=34796710&origin=13.0434065%2C80.2778258&query=royap&type=POPULAR%2C5%7CPLACE%2C5&radius=6000&category=daily&request_id=20220930152848_ANDROID_56219&key=test,7
585,"Hsll No.1, Bombay Exhibition Center; Goregaon, Mu","Hsll No.1, Bombay Exhibition Center; Goregaon, Mu",/api/v1/places/search/autocomplete?no_google_result=5&ll=13.0434065%2C80.2778258&compatible_version=true&metadata=drop&user_id=34796710&origin=13.0434065%2C80.2778258&query=royap&type=POPULAR%2C5%7CPLACE%2C5&radius=6000&category=daily&request_id=20220930152848_ANDROID_56219&key=test,49
586,"Hsll No.1, Bombay Exhibition Center; Goregaon, Mumba","Hsll No.1, Bombay Exhibition Center; Goregaon, Mumba",/api/v1/places/search/autocomplete?no_google_result=5&ll=13.0434065%2C80.2778258&compatible_version=true&metadata=drop&user_id=34796710&origin=13.0434065%2C80.2778258&query=royap&type=POPULAR%2C5%7CPLACE%2C5&radius=6000&category=daily&request_id=20220930152848_ANDROID_56219&key=test,52
587,Hyd,Hyd,/api/v1/places/search/autocomplete?no_google_result=5&ll=13.0434065%2C80.2778258&compatible_version=true&metadata=drop&user_id=34796710&origin=13.0434065%2C80.2778258&query=royap&type=POPULAR%2C5%7CPLACE%2C5&radius=6000&category=daily&request_id=20220930152848_ANDROID_56219&key=test,3
588,Hyd 1,Hyd 1,/api/v1/places/search/autocomplete?no_google_result=5&ll=13.0434065%2C80.2778258&compatible_version=true&metadata=drop&user_id=34796710&origin=13.0434065%2C80.2778258&query=royap&type=POPULAR%2C5%7CPLACE%2C5&radius=6000&category=daily&request_id=20220930152848_ANDROID_56219&key=test,5
589,Hyderaba,Hyderaba,/api/v1/places/search/autocomplete?no_google_result=5&ll=13.0434065%2C80.2778258&compatible_version=true&metadata=drop&user_id=34796710&origin=13.0434065%2C80.2778258&query=royap&type=POPULAR%2C5%7CPLACE%2C5&radius=6000&category=daily&request_id=20220930152848_ANDROID_56219&key=test,8
590,Hyderabad,Hyderabad,/api/v1/places/search/autocomplete?no_google_result=5&ll=13.0434065%2C80.2778258&compatible_version=true&metadata=drop&user_id=34796710&origin=13.0434065%2C80.2778258&query=royap&type=POPULAR%2C5%7CPLACE%2C5&radius=6000&category=daily&request_id=20220930152848_ANDROID_56219&key=test,9
591,I p sch,I p sch,/api/v1/places/search/autocomplete?no_google_result=5&ll=13.0434065%2C80.2778258&compatible_version=true&metadata=drop&user_id=34796710&origin=13.0434065%2C80.2778258&query=royap&type=POPULAR%2C5%7CPLACE%2C5&radius=6000&category=daily&request_id=20220930152848_ANDROID_56219&key=test,7
592,I p schooli,I p schooli,/api/v1/places/search/autocomplete?no_google_result=5&ll=13.0434065%2C80.2778258&compatible_version=true&metadata=drop&user_id=34796710&origin=13.0434065%2C80.2778258&query=royap&type=POPULAR%2C5%7CPLACE%2C5&radius=6000&category=daily&request_id=20220930152848_ANDROID_56219&key=test,11
593,Ild,Ild,/api/v1/places/search/autocomplete?no_google_result=5&ll=13.0434065%2C80.2778258&compatible_version=true&metadata=drop&user_id=34796710&origin=13.0434065%2C80.2778258&query=royap&type=POPULAR%2C5%7CPLACE%2C5&radius=6000&category=daily&request_id=20220930152848_ANDROID_56219&key=test,3
594,Indore,Indore,/api/v1/places/search/autocomplete?no_google_result=5&ll=13.0434065%2C80.2778258&compatible_version=true&metadata=drop&user_id=34796710&origin=13.0434065%2C80.2778258&query=royap&type=POPULAR%2C5%7CPLACE%2C5&radius=6000&category=daily&request_id=20220930152848_ANDROID_56219&key=test,6
595,Indra Gandhi a,Indra Gandhi a,/api/v1/places/search/autocomplete?no_google_result=5&ll=13.0434065%2C80.2778258&compatible_version=true&metadata=drop&user_id=34796710&origin=13.0434065%2C80.2778258&query=royap&type=POPULAR%2C5%7CPLACE%2C5&radius=6000&category=daily&request_id=20220930152848_ANDROID_56219&key=test,14
596,Indraprastha Hotel ut,Indraprastha Hotel ut,/api/v1/places/search/autocomplete?no_google_result=5&ll=13.0434065%2C80.2778258&compatible_version=true&metadata=drop&user_id=34796710&origin=13.0434065%2C80.2778258&query=royap&type=POPULAR%2C5%7CPLACE%2C5&radius=6000&category=daily&request_id=20220930152848_ANDROID_56219&key=test,21
597,Indraprastha Hotel uth,Indraprastha Hotel uth,/api/v1/places/search/autocomplete?no_google_result=5&ll=13.0434065%2C80.2778258&compatible_version=true&metadata=drop&user_id=34796710&origin=13.0434065%2C80.2778258&query=royap&type=POPULAR%2C5%7CPLACE%2C5&radius=6000&category=daily&request_id=20220930152848_ANDROID_56219&key=test,22
598,Ion Digital Zone Adam Pur,Ion Digital Zone Adam Pur,/api/v1/places/search/autocomplete?no_google_result=5&ll=13.0434065%2C80.2778258&compatible_version=true&metadata=drop&user_id=34796710&origin=13.0434065%2C80.2778258&query=royap&type=POPULAR%2C5%7CPLACE%2C5&radius=6000&category=daily&request_id=20220930152848_ANDROID_56219&key=test,25
599,Ip,Ip,/api/v1/places/search/autocomplete?no_google_result=5&ll=13.0434065%2C80.2778258&compatible_version=true&metadata=drop&user_id=34796710&origin=13.0434065%2C80.2778258&query=royap&type=POPULAR%2C5%7CPLACE%2C5&radius=6000&category=daily&request_id=20220930152848_ANDROID_56219&key=test,2
600,Isckon N,Isckon N,/api/v1/places/search/autocomplete?no_google_result=5&ll=13.0434065%2C80.2778258&compatible_version=true&metadata=drop&user_id=34796710&origin=13.0434065%2C80.2778258&query=royap&type=POPULAR%2C5%7CPLACE%2C5&radius=6000&category=daily&request_id=20220930152848_ANDROID_56219&key=test,8
601,Isckon Ne,Isckon Ne,/api/v1/places/search/autocomplete?no_google_result=5&ll=13.0434065%2C80.2778258&compatible_version=true&metadata=drop&user_id=34796710&origin=13.0434065%2C80.2778258&query=royap&type=POPULAR%2C5%7CPLACE%2C5&radius=6000&category=daily&request_id=20220930152848_ANDROID_56219&key=test,9
602,JETn,JETn,/api/v1/places/search/autocomplete?no_google_result=5&ll=13.0434065%2C80.2778258&compatible_version=true&metadata=drop&user_id=34796710&origin=13.0434065%2C80.2778258&query=royap&type=POPULAR%2C5%7CPLACE%2C5&radius=6000&category=daily&request_id=20220930152848_ANDROID_56219&key=test,4
603,"JNU , Agra - Jaipur Rd near New RTO Office Jagatpura Jaipur Rajasthan India","JNU , Agra - Jaipur Rd near New RTO Office Jagatpura Jaipur Rajasthan India",/api/v1/places/search/autocomplete?no_google_result=5&ll=13.0434065%2C80.2778258&compatible_version=true&metadata=drop&user_id=34796710&origin=13.0434065%2C80.2778258&query=royap&type=POPULAR%2C5%7CPLACE%2C5&radius=6000&category=daily&request_id=20220930152848_ANDROID_56219&key=test,75
604,"JNU, Agra - Jaipur Rd near New RTO Office Jagatpura Jaipur Rajasthan India","JNU, Agra - Jaipur Rd near New RTO Office Jagatpura Jaipur Rajasthan India",/api/v1/places/search/autocomplete?no_google_result=5&ll=13.0434065%2C80.2778258&compatible_version=true&metadata=drop&user_id=34796710&origin=13.0434065%2C80.2778258&query=royap&type=POPULAR%2C5%7CPLACE%2C5&radius=6000&category=daily&request_id=20220930152848_ANDROID_56219&key=test,74
605,Jagannath Mandir Tyagra,Jagannath Mandir Tyagra,/api/v1/places/search/autocomplete?no_google_result=5&ll=13.0434065%2C80.2778258&compatible_version=true&metadata=drop&user_id=34796710&origin=13.0434065%2C80.2778258&query=royap&type=POPULAR%2C5%7CPLACE%2C5&radius=6000&category=daily&request_id=20220930152848_ANDROID_56219&key=test,23
606,Jain Swetamber D,Jain Swetamber D,/api/v1/places/search/autocomplete?no_google_result=5&ll=13.0434065%2C80.2778258&compatible_version=true&metadata=drop&user_id=34796710&origin=13.0434065%2C80.2778258&query=royap&type=POPULAR%2C5%7CPLACE%2C5&radius=6000&category=daily&request_id=20220930152848_ANDROID_56219&key=test,16
607,Jain Swetamber Dh,Jain Swetamber Dh,/api/v1/places/search/autocomplete?no_google_result=5&ll=13.0434065%2C80.2778258&compatible_version=true&metadata=drop&user_id=34796710&origin=13.0434065%2C80.2778258&query=royap&type=POPULAR%2C5%7CPLACE%2C5&radius=6000&category=daily&request_id=20220930152848_ANDROID_56219&key=test,17
608,"Jain Temple,Yelahanka, Gandhi Nagar Yelahanka Bengaluru Karnataka India","Jain Temple,Yelahanka, Gandhi Nagar Yelahanka Bengaluru Karnataka India",/api/v1/places/search/autocomplete?no_google_result=5&ll=13.0434065%2C80.2778258&compatible_version=true&metadata=drop&user_id=34796710&origin=13.0434065%2C80.2778258&query=royap&type=POPULAR%2C5%7CPLACE%2C5&radius=6000&category=daily&request_id=20220930152848_ANDROID_56219&key=test,71
609,Jaipur,Jaipur,/api/v1/places/search/autocomplete?no_google_result=5&ll=13.0434065%2C80.2778258&compatible_version=true&metadata=drop&user_id=34796710&origin=13.0434065%2C80.2778258&query=royap&type=POPULAR%2C5%7CPLACE%2C5&radius=6000&category=daily&request_id=20220930152848_ANDROID_56219&key=test,6
610,Jaln,Jaln,/api/v1/places/search/autocomplete?no_google_result=5&ll=13.0434065%2C80.2778258&compatible_version=true&metadata=drop&user_id=34796710&origin=13.0434065%2C80.2778258&query=royap&type=POPULAR%2C5%7CPLACE%2C5&radius=6000&category=daily&request_id=20220930152848_ANDROID_56219&key=test,4
611,Jamhut,Jamhut,/api/v1/places/search/autocomplete?no_google_result=5&ll=13.0434065%2C80.2778258&compatible_version=true&metadata=drop&user_id=34796710&origin=13.0434065%2C80.2778258&query=royap&type=POPULAR%2C5%7CPLACE%2C5&radius=6000&category=daily&request_id=20220930152848_ANDROID_56219&key=test,6
612,"Jankalyan Nagar Road, Mumbai 400095, MH","Jankalyan Nagar Road, Mumbai 400095, MH",/api/v1/places/search/autocomplete?no_google_result=5&ll=13.0434065%2C80.2778258&compatible_version=true&metadata=drop&user_id=34796710&origin=13.0434065%2C80.2778258&query=royap&type=POPULAR%2C5%7CPLACE%2C5&radius=6000&category=daily&request_id=20220930152848_ANDROID_56219&key=test,39
613,Jay Hind Guest House,Jay Hind Guest House,/api/v1/places/search/autocomplete?no_google_result=5&ll=13.0434065%2C80.2778258&compatible_version=true&metadata=drop&user_id=34796710&origin=13.0434065%2C80.2778258&query=royap&type=POPULAR%2C5%7CPLACE%2C5&radius=6000&category=daily&request_id=20220930152848_ANDROID_56219&key=test,20
614,Jay Mahlar Dhaba,Jay Mahlar Dhaba,/api/v1/places/search/autocomplete?no_google_result=5&ll=13.0434065%2C80.2778258&compatible_version=true&metadata=drop&user_id=34796710&origin=13.0434065%2C80.2778258&query=royap&type=POPULAR%2C5%7CPLACE%2C5&radius=6000&category=daily&request_id=20220930152848_ANDROID_56219&key=test,16
615,Jay Mahlar Dhaba S,Jay Mahlar Dhaba S,/api/v1/places/search/autocomplete?no_google_result=5&ll=13.0434065%2C80.2778258&compatible_version=true&metadata=drop&user_id=34796710&origin=13.0434065%2C80.2778258&query=royap&type=POPULAR%2C5%7CPLACE%2C5&radius=6000&category=daily&request_id=20220930152848_ANDROID_56219&key=test,18
616,Jay Mahlar Dhaba Sect,Jay Mahlar Dhaba Sect,/api/v1/places/search/autocomplete?no_google_result=5&ll=13.0434065%2C80.2778258&compatible_version=true&metadata=drop&user_id=34796710&origin=13.0434065%2C80.2778258&query=royap&type=POPULAR%2C5%7CPLACE%2C5&radius=6000&category=daily&request_id=20220930152848_ANDROID_56219&key=test,21
617,Jay Mahlar Dhaba Sector,Jay Mahlar Dhaba Sector,/api/v1/places/search/autocomplete?no_google_result=5&ll=13.0434065%2C80.2778258&compatible_version=true&metadata=drop&user_id=34796710&origin=13.0434065%2C80.2778258&query=royap&type=POPULAR%2C5%7CPLACE%2C5&radius=6000&category=daily&request_id=20220930152848_ANDROID_56219&key=test,23
618,"Jhandewalan, Cyca","Jhandewalan, Cyca",/api/v1/places/search/autocomplete?no_google_result=5&ll=13.0434065%2C80.2778258&compatible_version=true&metadata=drop&user_id=34796710&origin=13.0434065%2C80.2778258&query=royap&type=POPULAR%2C5%7CPLACE%2C5&radius=6000&category=daily&request_id=20220930152848_ANDROID_56219&key=test,17
619,"Jhandewalan, Na","Jhandewalan, Na",/api/v1/places/search/autocomplete?no_google_result=5&ll=13.0434065%2C80.2778258&compatible_version=true&metadata=drop&user_id=34796710&origin=13.0434065%2C80.2778258&query=royap&type=POPULAR%2C5%7CPLACE%2C5&radius=6000&category=daily&request_id=20220930152848_ANDROID_56219&key=test,15
620,"Jhandewalan, New Dea","Jhandewalan, New Dea",/api/v1/places/search/autocomplete?no_google_result=5&ll=13.0434065%2C80.2778258&compatible_version=true&metadata=drop&user_id=34796710&origin=13.0434065%2C80.2778258&query=royap&type=POPULAR%2C5%7CPLACE%2C5&radius=6000&category=daily&request_id=20220930152848_ANDROID_56219&key=test,20
